name,cuisine,address,rating,latitude,longitude,phone,user_ratings_total,website,authenticity_score
Cafe Scoopei Doo,Fast Food,"1st Floor, Surya court, Shop no. 101, Pune Nagar Rd, Khandve Nagar, Wagholi, Pune",4.7,18.5728741,73.9565995,Not Available,27.0,https://cafe-scoopei-doo.grexa.site/,4.37
Hotel oasis indo - italiyan,Fast Food,"Gat No. 1361 1st Floor, Siddhi Complex, Sai Satyam Park, Wagholi, Pune",4.5,18.5759597,73.9628979,+91 74149 47402,16.0,,4.31
Shree Kalbhairav Nath Chips and Farsan,Fast Food,"Lane Number 12, Ubale Nagar, Wagholi, Pune",5.0,18.568603,73.95618879999999,+91 70301 81735,1.0,,4.29
Swad Amruttulya,Fast Food,"2, Shiwarkar Wasti, Lohgaon Rd, Wagholi, Pune",4.4,18.5857351,73.9688444,+91 97641 72368,9.0,,4.29
Sahyadri Bhel,Fast Food,"HM2W+V9V, Unnamed Road",4.9,18.5522453,73.6959085,Not Available,18.0,,4.38
New Sonai Misal And Food House,Fast Food,"83FC+583, Pandharpur Rd, Bhivadi",5.0,18.3228964,74.07080420000001,Not Available,1.0,,4.29
Hotel Sonai Snack Centre,Fast Food,"83H7+C5X, Pandharpur Rd",4.7,18.3286825,74.0629846,Not Available,10.0,,4.32
Hotel Shreenath Pure Veg,Fast Food,"83CF+666, Kothale",3.8,18.3205255,74.0730063,+91 93731 10049,31.0,,4.17
Fried Chicken Junction,Fast Food,"Fried Chicken Junction, near Royal Food Court, behind Mezza 9 restaurant, Mukai Nagar, Phase 1, Hinjawadi, Pune, Pimpri-Chinchwad",4.9,18.5956697,73.733171,+91 76204 49244,51.0,,4.49
Rohit wadewale (Hinjewadi),Fast Food,"SHOP NO.14, E WING, ATLANTA III, Hinjawadi, Pune, Pimpri-Chinchwad",3.7,18.5925115,73.7492556,+91 80875 60354,405.0,,3.82
Shreenath Food Corner,Fast Food,"HPQQ+9FR, Phase 1, Hinjawadi, Pune, Pimpri-Chinchwad",4.2,18.5884844,73.7386302,Not Available,205.0,,4.23
McDonald's,Fast Food,"HPCL, Plot No 152/3/1A, KPIT Commerce, Hinjawadi, Pune",4.2,18.593995,73.73574409999999,+91 89283 04054,9183.0,https://mcdelivery.co.in/restaurants/pune/62/order-food-online-in-McDonalds-hinjewadi-hinjewadi,4.2
Foodies Hub ( Hinjawadi phase-2 ),Fast Food,"Hinjawadi Phase 2 Rd, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad",4.2,18.5966556,73.7192601,Not Available,25.0,,4.27
Shraddha Food Corner,Fast Food,"HPPR+8W8, Hinjewadi Rajiv Gandhi Infotech Park shivdatt nagar, Sakhare Vasti Rd, Hinjawadi, Pune",4.0,18.5857859,73.7423594,+91 99239 03648,288.0,,4.07
Bird Valley Express Pure Veg,Fast Food,"Shivaji Chowk, Hinjawadi Phase 1 Rd, Phase 2, Hinjawadi, Pune, Pimpri-Chinchwad",4.1,18.5905278,73.7385536,+91 77698 10999,54.0,,4.22
Arabian Grills,Fast Food,"no H, Streets of Europe shop, 10, Maan Rd, nr. Godrej Elements Road, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.2,18.5852306,73.730689,Not Available,50.0,,4.26
KNS BURGERS AND SUBS,Fast Food,"222, Maan Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad",4.6,18.585382,73.73067069999999,Not Available,44.0,,4.38
Burger King,Fast Food,"Showroom No 18, Suratwala Mark Plazzo, Hinjawadi, Pune, Pimpri-Chinchwad",4.4,18.5906047,73.7480057,+91 89767 70053,1921.0,https://stores.burgerking.in/burger-king-fast-food-restaurant-hinjawadi-pune-179423/Home,4.39
Fried chicken destination,Fast Food,"Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.0,18.587928,73.7385062,+91 91758 39058,24.0,,4.23
"Shree Samarth Wadewale,Hinjawadi",Fast Food,"Shop No 1, Chatrapathi Shivaji Maharaj Chowk, Hinjawadi, Pune, Pimpri-Chinchwad",4.2,18.5915042,73.7390972,+91 96070 08852,52.0,,4.26
Subway Blue Ridge,Fast Food,"Shop #5, Bldg B2, Blue Ridge Township, Hinjawadi Rajiv Gandhi Infotech Park, Pune",3.9,18.5800203,73.73714009999999,+91 73033 44381,1097.0,https://subway.in/,3.93
City Samosa Hinjawadi,Fast Food,"Gram Panchayat Building, Chatrapati Shivaji Chowk, near Hinjewadi, Hinjawadi, Pune, Pimpri-Chinchwad",4.0,18.592519,73.7389948,+91 99608 25511,145.0,https://citysamosa.com/,4.12
Rolls Mania (Hinjewadi),Fast Food,"Aria Towers, Shop 3, Hinjawadi Rd, opposite KPIT Cummins, Shivtej Chowk, Hinjawadi, Pune",3.9,18.5928844,73.7369423,+91 80870 75823,439.0,http://www.rollsmania.com/,3.97
Swastik Chai Nashta,Fast Food,"HPHP+9M, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad",5.0,18.578348,73.7365098,Not Available,53.0,https://www.instagram.com/swastik.foods?igsh=ODVhanJxanR0cHMy,4.53
SANDWICH SHACK HINJAWADI,Fast Food,"HPW9+HRJ, Hinjawadi Phase 2 Rd, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Pune",3.5,18.5964362,73.7195129,Not Available,2.0,,4.27
wadjai snacks centre and Hotal,Fast Food,"HPMH+53F, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.3,18.5829429,73.7276866,+91 86005 10037,38.0,,4.29
"Charcoal Eats, Hinjewadi",Fast Food,"GROUND FLOOR, Street of europe mall, Haveli- North of Mutha River, SHOP NO, H/23, Maan Rd, Phase 1, Hinjawadi, Pune",3.5,18.5934333,73.7302934,+91 90225 00500,34.0,http://www.charcoaleats.com/,4.08
झक्कास,Fast Food,"30, Nr HDFC Bank, Township, opp. Quibix SEZ, Blue Ridge, Hinjawadi, Pimpri-Chinchwad",3.7,18.5802887,73.7359422,Not Available,721.0,,3.77
SHREE VENKTESH SNACK,Fast Food,"near Blue Ridge Town, Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, pune, Pimpri-Chinchwad",4.1,18.5786766,73.736516,+91 90287 36196,88.0,https://magicpin.in/Pune/Hinjawadi/Restaurant/Venkatesh-Snacks-Center/store/3960c6/?utm_source=gbp,4.2
Faasos Hinjewadi,Fast Food,"PUNE DISTRICT CENTRAL CO-OP BANK 220, Maan Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",3.5,18.5832569,73.729544,+91 77000 20020,66.0,https://www.eatsure.com/,3.97
ZATKA MISAL,Fast Food,"Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad",4.3,18.5919002,73.7401496,+91 70206 10785,140.0,,4.29
deli beli,Fast Food,"Terminal one, VIBGYOR School Rd, near Galinde Wines, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",5.0,18.5958854,73.72817479999999,+91 99303 13137,13.0,,4.37
Rollfie,Fast Food,"HPW9+9QJ, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",3.9,18.5959846,73.71932559999999,+91 87880 08430,35.0,,4.18
Sairaj Rolls House n Snacks Centre,Fast Food,"Food Mall - Shop No 7 , Sr no .172, Blue Ridge Approach Road, near Symbiosis Collage, Towenship, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi",4.8,18.5769427,73.7367928,Not Available,36.0,,4.42
Jordaar Bite's,Fast Food,"Gala A5, Hinjawadi Phase 2 Rd, inside sakshi food zone, opposite croma, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.9,18.5951196,73.72912459999999,+91 63866 23320,13.0,,4.35
MH12 KHAU GHAR,Fast Food,"HPRQ+GXC, Gaon, Hinjawadi, Pimpri-Chinchwad",4.6,18.5913378,73.73990599999999,Not Available,20.0,,4.34
Mukai food court,Fast Food,"Mukai Nagar, Hinjawadi, Pune",4.0,18.5955918,73.7329555,+91 90824 59059,56.0,,4.18
IT59 Food Court,Fast Food,"HPWM+4X8, Hinjawadi, Pune, Pimpri-Chinchwad",4.3,18.5952815,73.7349414,Not Available,39.0,,4.29
Mukai food court,Fast Food,"Shop No 8, opp. HDFC ATM, behind Mezza 9 Restaurant, Phase 1, Mukai Nagar, Hinjawadi, Pune, Pimpri-Chinchwad",3.9,18.5959163,73.7330959,Not Available,27.0,,4.2
Quick Treat FOOD CORNER,Fast Food,"HPWJ+8QJ, Road, Mukai Nagar, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Pune",5.0,18.5958438,73.7319048,Not Available,6.0,,4.32
SRI THE FOOD COURT,Fast Food,"HPQP+5WJ, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad",5.0,18.5879534,73.7372559,Not Available,2.0,,4.3
Healthy Craving,Fast Food,"Shreenath Corner, behind Persistent building, Hinjewadi, Phase 1, Pune",3.7,18.5885552,73.7386076,+91 83909 04242,53.0,,4.08
Ichchha Chinese And Biryani,Fast Food,"Shop No 1, Sakhare Vasti Rd, Hinjawadi, Pune, Pimpri-Chinchwad",5.0,18.5904559,73.7406606,+91 86002 07254,12.0,,4.36
Punavdi bhelwala,Fast Food,"Wipro circle, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",5.0,18.5965555,73.7192465,Not Available,19.0,,4.4
McDonald's,Fast Food,"Unit No 1/1A, Ground Floor, NOB Building, Blue Ridge Approach Road, Township, Pune",4.5,18.5814078,73.7362232,+91 93217 10363,3095.0,https://mcdelivery.co.in/restaurants/pune/365/order-food-online-in-McDonalds-blueridge-hinjewadi,4.49
Chowpatty,Fast Food,"34, Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad",4.0,18.5807149,73.73586209999999,Not Available,4.0,,4.27
Eatfit Hinjewadi,Fast Food,"HPRQ+GH3, Hinjawadi, Pune, Pimpri-Chinchwad",1.7,18.5912716,73.73890899999999,Not Available,36.0,,3.6
GOOD FLIPPIN' BURGERS®,Fast Food,"Corporate Housing Society Limited, Store No. 03, Ground Floor Blue Ridge, Unit D Block, B1 to B8, Hinjawadi Phase 1 Rd, Pune",4.7,18.5812508,73.7353159,+91 1800 202 3312,285.0,https://stores.goodflippin.com/store-pages/good-flippin-burgers-hinjawadi-pune/,4.59
MITHAAS,Fast Food,"Survey No 138, Naryan Nagar Sakhare Wasti Road Hinjewadi Phase 1 411057, Narayan Nagar, Pune",4.8,18.5864392,73.7410752,+91 93431 21520,4.0,,4.3
Lunchbox_Hinjewadi,Fast Food,"PUNE DISTRICT CENTRAL CO-OP BANK 220, Maan Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",3.2,18.583365,73.729514,+91 77000 20020,14.0,,4.15
McDonald's,Fast Food,"Grand Global Mall, Kiosk No. 01 to 03, Third Floor Food Court Area, Plot nos. 1 and 2 Village Hinjewadi, Taluka Mulshi",4.6,18.5937576,73.72557909999999,+91 83568 34700,713.0,https://www.mcdelivery.co.in/home,4.56
KGN XPRS,Fast Food,"opposite DMart, Hinjawadi, Pune, Pimpri-Chinchwad",4.2,18.5909587,73.7445243,+91 85510 19292,1468.0,,4.21
Hot Chips,Fast Food,"HPRV+C4C, Hinjawadi - Wakad Rd, Hinjawadi, Pimpri-Chinchwad",5.0,18.591028,73.742761,Not Available,1.0,,4.29
Hinjewadi khao gali,Fast Food,"Cognizant Phase-1 Fire Office, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad",4.3,18.584614,73.735492,Not Available,4.0,,4.28
Balaji bhojnalaya pure 100% Veg,Fast Food,"Maan Rd, Bodkewadi, Maan, Pune, Pimpri-Chinchwad",5.0,18.5807573,73.72099399999999,+91 89835 89040,4.0,,4.31
Burger King,Fast Food,"20 & 21, GF, The Market Place, No 19, Katraj-Hadapsar Bypass Rd, near Urban Nest by VTP Group, Chawk, Undri, Pune",4.4,18.449435,73.9124205,+91 86559 12521,1986.0,https://stores.burgerking.in/burger-king-fast-food-restaurant-undri-chawk-pune-282784/Home?utm_source=locator&utm_medium=googleplaces,4.39
Subway Undri,Fast Food,"Chowk, Chowk, Atur Nagar, Undri, Pune",3.8,18.4508856,73.9140056,+91 73037 17841,82.0,https://subway.in/,4.07
Dhanraj Vadapav Corner,Fast Food,"Undri Chowk, Kondhwa - Saswad Rd, nr. Hanuman mandir, Undri, Pune",4.0,18.4508147,73.9164615,+91 96232 34635,73.0,,4.16
Oven Story,Fast Food,"Pmc & Rural, Undri City Centre""S No , S No 5/2/4/3, 5/2/4 And 5/2/4/2,5, 1/2, Undri, Pune",1.9,18.4443571,73.9207038,+91 77383 83000,21.0,https://www.ovenstory.in/,3.87
Cafe Green Vibes,Fast Food,"Shop no 5, Mantra Essence, Jagdamba Bhawan Marg, Shree Siddhivinayak Meera, Undri, Pune",4.3,18.4456424,73.91197269999999,+91 73372 22351,6.0,,4.28
McDonald's,Fast Food,"Survey No. 52/1B, M Connect, Shop No. 1, Ground Floor and Mezzanine Floor, Plot No. 1+2, Pune",4.8,18.5111169,73.7728976,Not Available,669.0,https://mcdelivery.co.in/,4.73
Venky’s xprs (Bavdhan),Fast Food,"GQ8J+8RR, NDA Pashan Rd, opp. Masemari restaurant, Shri Krishna Nagar, Sagar Co-Operative Housing Society, Bavdhan, Pune",4.3,18.5158591,73.782011,+91 74980 52992,540.0,http://www.venkys.com/,4.3
Vaishnavi Snacks,Fast Food,"Shindenagar, Bavdhan, Pune",4.0,18.5122897,73.7820192,+91 97676 42070,997.0,,4.03
Subway Bavdhan,Fast Food,"Shop no.1, Aditya Shagun Mall, Dr. Homi Bhabha Rd, Lantana Gardens, Bavdhan, Pune",4.1,18.5191799,73.7785794,+91 73037 27813,507.0,https://subway.in/,4.13
"Shree Snacks and Dining ,Bawdhan",Fast Food,"Stall Number 2, 21, in front of Krusha Sweet, Pakharbaug Society, Ram Nagar, Bavdhan, Pune",4.6,18.5207068,73.7789263,Not Available,26.0,,4.35
City Samosa Bavdhan,Fast Food,"City Samosa, Bavdhan Rd, Siddharth Nagar, Bavdhan, Pune",4.6,18.5163887,73.7733276,+91 75066 44025,130.0,https://citysamosa.com/,4.46
Indori Bhukkad,Fast Food,"Shop no. 5, Indori Bhukkad, Bramha vantage high, Ram Nagar, Bavdhan, Pune",4.1,18.521611,73.7798644,Not Available,28.0,,4.24
KHAU,Fast Food,"2, 3, Sagar Co-Operative Housing Society, Bavdhan, Pune",3.6,18.5110233,73.7780263,+91 82629 44365,118.0,,3.91
Shree Wadapav Center,Fast Food,"GQ6J+F7J, Bavdhan, Pune",4.5,18.5111967,73.7806295,Not Available,15.0,,4.31
Zaika Food Court,Fast Food,"Survey no. 310, Bypass, Service Rd, off Bengaluru - Mumbai Highway, Bhunde Vasti, Bavdhan, Bengaluru, Pune",4.8,18.5245994,73.7712643,+91 86056 03721,8.0,,4.32
Faasos Bavdhan,Fast Food,"RK, Near, Navkar Avenue, Shop No. 19 & 20 A2 Building, DSK Ranwara Rd, Bavdhan, Pune",3.8,18.5201368,73.77819509999999,+91 77000 20020,31.0,https://www.eatsure.com/,4.17
Sai Bhel,Fast Food,"22, Ln 2/C, Vidnyan Nagar, Bavdhan, Pune",4.2,18.5109766,73.7783513,+91 88054 43048,164.0,,4.23
Kudale's Dosa House,Fast Food,"1001/1002, State Hwy 60, Bhugaon, Bavdhan, Pune",4.7,18.5008805,73.7558542,+91 73872 02822,15.0,https://magicpin.in/Pune/Bhugaon/Restaurant/KudaleS-Dosa-House/store/1554270/?utm_source=gbp,4.34
Premji Mithaiwale,Fast Food,"Shop No 2, Regalia Residency, beside Arihant College, Uttam Nagar, Bhunde Vasti, Bavdhan, Pune",4.4,18.5219493,73.7655794,+91 98234 85929,242.0,https://premjimithaiwale.in/,4.37
Om Sai Snacks And Juice Center,Fast Food,"Shop No. 12, Shinde Complex, N.D.A Road, Lane No. 3, Shindenagar, Bavdhan, Pune",3.6,18.5126601,73.7820607,+91 97622 05111,140.0,,3.88
Maharashtra Chicken Center,Fast Food,"Shop No. 2, Near Dilip Vedepatil Sports Academy, Behind Hotel D-Palace,, Opposite Bavdhan Lane No. 6/C, Bavdhan Khurd, Bavdhan,, Pune",4.0,18.5174492,73.7785461,+91 89990 94750,20.0,,4.24
Shegaon Kachori Centre,Fast Food,"GQ8J+MCF, Sagar Co-Operative Housing Society, Bavdhan, Pune",4.5,18.5166815,73.7810511,Not Available,39.0,,4.34
SURAJ SNACKS CENTRE,Fast Food,"Ingavle, Patil E State, Bhugaon, Bavdhan, Pune",4.1,18.5005897,73.75592619999999,+91 95273 45981,19.0,,4.25
Hotel Kiran (Veg- Non Veg),Fast Food,"GQFH+4P6, NDA Pashan Rd, Ram Nagar, Bavdhan, Pune",3.9,18.5227656,73.7798652,Not Available,165.0,https://link.zomato.com/xqzv/rshare?id=83450438305631b8,4.04
Goodluck Chicken Centre,Fast Food,"GQ8C+6W2, Siddharth Nagar, Bavdhan, Pune",5.0,18.5155059,73.772273,+91 70836 28375,7.0,,4.33
Gayatri Bhel Farsan & Snacks,Fast Food,"near D palace hotel, Sagar Co-Operative Housing Society, Bavdhan, Pune",4.3,18.5173043,73.78055859999999,+91 98814 08636,18.0,,4.29
kolkata roll,Fast Food,"Shop No 1, Sagar Co-Operative Housing Society, Bavdhan, Pune",3.9,18.5174963,73.780722,+91 72578 03846,14.0,,4.24
S.Kumar Wadewale,Fast Food,"GQCH+JWX, Dr. Homi Bhabha Rd, Ram Nagar, Bavdhan, Pune",2.1,18.521612,73.77985989999999,Not Available,16.0,,3.98
The Raaj's Food Corner,Fast Food,"Shop no 12, Mokai Vasti, Bavdhan, Pune",4.4,18.5108203,73.76655930000001,+91 75078 91040,5.0,,4.29
Kajal snacks center & rasvanti gruha,Fast Food,"32/20, Bhunde Vasti, Lawalegaon, Pune",5.0,18.5176732,73.7679775,Not Available,1.0,,4.29
California Burrito Mexican Kitchen @ Bavdhan,Fast Food,"30-28, Dr. Homi Bhabha Rd, Lantana Gardens, Bavdhan, Pune",4.6,18.5194787,73.7786383,+91 20 4855 3727,111.0,https://www.californiaburrito.in/,4.45
Burger Bliss Bistro,Fast Food,"Sr No.270, Paud Rd, opp. Lifeline hospital, near kaka Halwai sweets, Bhugaon, Bavdhan, Pune",5.0,18.5007306,73.7563062,+91 88050 30546,59.0,,4.55
Kumar Burjiwala,Fast Food,"GQ8J+2RH, opposite bank of maharashtra, Sagar Co-Operative Housing Society, Bavdhan, Pune",4.6,18.5150639,73.7821167,Not Available,16.0,,4.33
Swarajya Vadewale,Fast Food,"Shop No 2, Siddharth Nagar, Bavdhan, Pune",5.0,18.5145836,73.77160980000001,+91 90497 65971,15.0,,4.38
KFC,Fast Food,"No 01, Dharamshi Milestone Chandni Chowk, near Pune Cafe, Bavdhan, Pune",4.4,18.507691,73.78302099999999,+91 89768 84906,1212.0,https://restaurants.kfc.co.in/kfc-bavdhan-restaurants-bavdhan-pune-133029/Home?utm_source=locator&utm_medium=googleplaces,4.39
Shree Ganesh Snacks Centre,Fast Food,"GQ6C+H9P, Pranjali Patil Nagar, Bavdhan, Pune",3.0,18.511562,73.77085079999999,Not Available,2.0,,4.26
Annapurna Idli and Snacks,Fast Food,"GQCH+9M9, Pakharbaug Society, Ram Nagar, Bavdhan, Pune",4.6,18.5209076,73.7792374,Not Available,5.0,,4.3
Mankar Dosa,Fast Food,"Shop no. 11, near Maratha Mandir, Shindenagar, Bavdhan, Pune",3.7,18.5125336,73.7820845,+91 78758 81010,133.0,http://www.mankardosa.com/,3.95
Jaykaj Veg,Fast Food,"shop no.2, riddhi siddhi apt., bavdhan, 411021, pune, behind maratha mandir, Pune",3.2,18.511343,73.77509549999999,+91 85540 64489,49.0,,3.93
Superb Sandwiches,Fast Food,"LMD Food Court, Vaidehi Enclave, Bavdhan, Pune",5.0,18.5115175,73.7749159,Not Available,24.0,,4.42
Sai snack centre,Fast Food,"Dr. Homi Bhabha Rd, Pakharbaug Society, Ram Nagar, Bavdhan, Pune",5.0,18.5205299,73.7788714,+91 95457 87017,1.0,,4.29
Biggies Burger: Bavdhan,Fast Food,"PMC & Rural, PL NO-8, S NO-13/2, VIDNYAN NAGAR ROAD SAGAR SOCIETY, BAVDHAN KH, Mulshi & Vella, Pune",3.8,18.5153668,73.7809438,+91 90199 10538,144.0,https://biggiesburger.com/,4.0
Jagdamba Bhurji Center,Fast Food,"Shop 1, Bavdhan Rd, Shri Krishna Nagar, Sagar Co-Operative Housing Society, Bavdhan, Pune",4.2,18.5172812,73.7824238,+91 70570 93424,5.0,,4.28
Gold Meal Kitchen,Fast Food,"GQF6+JXW, Uttam Nagar, Bhunde Vasti, Bavdhan, Sunarwadi, Pune",5.0,18.5241207,73.7624566,Not Available,1.0,,4.29
The Burger Art,Fast Food,"shop no. 1, B Wing, Vanashree apartment, Vidnyan Nagar Rd, Bavdhan, Pune",4.8,18.5154189,73.7789883,Not Available,124.0,,4.57
Joshi Kitchen,Fast Food,"Fortune Plaza, LANE 4, Vidnyan Nagar Rd, Aamchi Colony, Sagar Co-Operative Housing Society, Bavdhan, Pune",2.1,18.5156346,73.78156349999999,+91 85520 95007,50.0,,3.56
North east Momo s,Fast Food,"12, Sagar Co-Operative Housing Society, Bavdhan, Pune",4.3,18.5146563,73.78229379999999,Not Available,12.0,,4.29
SANDWICH EXPRESS,Fast Food,"Lane No. 6, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune",4.1,18.5376769,73.8987003,Not Available,832.0,,4.12
Ekaa Food Works,Fast Food,"SR . NO . 129, EKAA FOODS WORKS, AJIT DAIRY, &, Alandi Rd, behind SWATANTRA SAINIK NAGAR, Hari Ganga Society, Swatantrya Sainik Nagar, Yerawada, Pune",4.6,18.5541929,73.8772236,+91 80010 06006,25.0,,4.35
SHREE SAINATH CORNER,Fast Food,"S.no-, Ward No -21, Shop No- 06, Ghanshyam Park, Dhole patil Road, Ramabai Ambedkar Rd, near to Doctor Kale, Sangamvadi, Pune",4.4,18.5347056,73.87768990000001,+91 97656 43515,705.0,,4.39
ANNA FAST FOOD,Fast Food,"Shop No 1, Lane No. 6, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune",5.0,18.5340216,73.898479,+91 78750 51777,43.0,,4.5
Subway Koregaon Park,Fast Food,"no 26 Plot 346, Shahenshah Wing A, S, Unit No. 384, Lane No. 6, Koregaon Park, Pune",4.1,18.5370183,73.898698,Not Available,554.0,https://subway.in/,4.13
UMAR CHICKEN & EGGS (near MSEB),Fast Food,"Sastrinagar opp hermes heritage P-1, Yerwada pune 06 landmark Near MSEB Office, Pune",3.7,18.5553894,73.8967409,+91 70407 15758,33.0,,4.14
JJ Pure Veg Manchurian,Fast Food,"Shop No 4, Jai Jawan Nagar, Salwe Nagar, Yerawada, Pune",5.0,18.5490488,73.8786511,+91 99220 60545,2.0,,4.3
Uppala Snacks,Fast Food,"HV2V+X43, Loop Rd, beside Shree Sai Snacks Center, Mahindra Society, Yerawada, Pune",4.2,18.5523969,73.89280289999999,+91 97302 59500,34.0,,4.26
Punekar Wadewale,Fast Food,"Hermes Heritage Shopping Complex, Genba Moze Rd, Shastrinagar, Yerawada, Pune",3.3,18.5558198,73.8970803,Not Available,22.0,,4.11
Hotel Noorani,Fast Food,"Sr. No. 10, Kamraj Nagar, near Noorani Masjid, Kamrajnagar, Yerawada, Pune",4.0,18.5511702,73.883431,+91 95270 56689,73.0,,4.16
Nutan Family restraurent,Fast Food,"GVRM+98H, near Pune Central, Bund Garden, Sangamvadi, Pune",4.2,18.5409398,73.8833726,Not Available,10.0,,4.28
YMC Vada Pav,Fast Food,"BK Apartment, Shadwal Baba Rd, Crown Co-Op Housing Society, Jai Jawan Nagar, Salwe Nagar, Yerawada, Pune",3.4,18.5446971,73.8776694,Not Available,378.0,,3.58
The Burger House,Fast Food,"Ground Floor, Shop No. A/1, Rahul Terrace, Lane No. 7, opposite Meera Nagar, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune",3.8,18.5368283,73.9002148,+91 20 2615 1688,4706.0,,3.81
RAHUL WADEWALE,Fast Food,"Shop No, 5, Lane No. 6, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune",2.7,18.5389068,73.89863489999999,+91 92845 53173,41.0,,3.82
Hotel Natraj - Shree Ganesh Fast Food,Fast Food,"HV2Q+JP3, Airport Rd, Near Netaji Highschool, Subhash Nagar, Yerawada, Pune",3.8,18.5515222,73.8892996,Not Available,74.0,,4.08
Bharati Wadewale,Fast Food,"shastrinagar chowk, light bill office, yerwada pune, Pune",3.7,18.5526244,73.89668189999999,+91 98225 55400,65.0,,4.05
Rohit wadewale,Fast Food,"174, Chatrapati Shahu Maharaj Rd, next to Ruby hall Clinic Gate, Sangamvadi, Pune",3.4,18.5341135,73.8765837,Not Available,10.0,https://rohitwadewale.com/,4.2
Shree Sai Snacks Center,Fast Food,"HV2V+W43, Loop Rd, Opp. IBM Company, Mahindra Society, Yerawada, Pune",3.8,18.5522628,73.8928021,+91 98500 19447,18.0,,4.21
Ojhon's Potato Tornado,Fast Food,"Vrindavan Society, 14, Lane No. 6, next to Abhinandan Chai, opp. Kaya Clinic, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune",5.0,18.5388452,73.8986067,+91 95161 51215,11.0,,4.35
Samarth Vadewale,Fast Food,"Shop No. 7, 13, Balkrishna Sakharam Dhole Patil Rd, Sangamvadi, Pune",5.0,18.5347971,73.8766382,Not Available,5.0,,4.32
Nom Nom Express - Koregaon Park,Fast Food,"Shop No 1, The Hub, Lane No 6 Dhole Patil Road, N Main Rd, near Corner, Koregaon Park, Pune",4.7,18.5392058,73.8989824,+91 87669 56780,32.0,https://stores.nomnomexpress.in/nom-nom-express-koregaon-park-fast-food-restaurant-koregaon-park-pune-423412/Home?utm_source=locator&utm_medium=googleplaces,4.38
The Burger Barn Cafe,Fast Food,"17-2, Lane No. 6, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune",3.9,18.5376067,73.8987954,+91 83809 63476,2956.0,,3.91
Momo Platinum,Fast Food,"HV5F+QW7, Indra Nagar, Indira Nagar, Phulenagar, Yerawada, Pune",3.7,18.5594221,73.87480889999999,Not Available,3.0,,4.27
Reddy's Family Resto & Bar,Fast Food,"161, Deccan College Rd, Crown Co-Op Housing Society, Jai Jawan Nagar, Yerwada Village, Yerawada, Pune",3.9,18.5447206,73.87806239999999,+91 86004 77922,1101.0,,3.93
Kurpe bandhu bhelwale,Fast Food,"sheela salve bhaji market, Sheela salve bhaji market, Janta Nagar, Yerwada Village, Yerawada, Pune",4.3,18.5482331,73.88580929999999,Not Available,8.0,https://www.instagram.com/kurpe_bandhu_bhelwale?igsh=MWZoZTg2amQyZGR3ZA%3D%3D&utm_source=qr,4.28
"Gupta Ji’s , snacks and Chinese Point",Fast Food,"Shop No 1 IBM, near Don Bosco School Road, Shastrinagar, Yerawada, Pune",3.7,18.554544,73.8920638,Not Available,3.0,,4.27
