name,cuisine,address,rating,latitude,longitude,phone,user_ratings_total,website,authenticity_score,summary_text
Jogeshwari misal,Cafe,"G2MM+97W, Kolwadi",4.0,18.5334776,74.0331554,Not Available,522.0,https://jogeshwarimisal.com/,4.05,"Jogeshwari misal Cafe G2MM+97W, Kolwadi Rating: 4.0"
The Andaman Cafe,Cafe,"Shop No : 2, The andaman Cafe, opp. Anandtara Silicon Bay, Digambar Nagar, Wadgaon Sheri, Pune",5.0,18.5438941,73.91472449999999,Not Available,82.0,https://theandamancafe.com/,4.61,"The Andaman Cafe Cafe Shop No : 2, The andaman Cafe, opp. Anandtara Silicon Bay, Digambar Nagar, Wadgaon Sheri, Pune Rating: 5.0"
Yolkshire Wadgaon Sheri,Cafe,"3, Kalyani Nagar - Wadgaon Sheri Rd, Sainikwadi, Wadgaon Sheri, Pune",4.4,18.5489158,73.9173287,+91 93730 88464,191.0,https://yolkshire.com/,4.36,"Yolkshire Wadgaon Sheri Cafe 3, Kalyani Nagar - Wadgaon Sheri Rd, Sainikwadi, Wadgaon Sheri, Pune Rating: 4.4"
Cafe Brothers restaurant,Cafe,"30/7, Pune Nagar Rd, Janak Wadi, Ramwadi, Viman Nagar, Pune",4.7,18.556905,73.9073526,Not Available,31.0,,4.38,"Cafe Brothers restaurant Cafe 30/7, Pune Nagar Rd, Janak Wadi, Ramwadi, Viman Nagar, Pune Rating: 4.7"
Pune 14,Cafe,"Hyatt Regency Pune Hotel & Residences Weikfield IT Park, Pune Nagar Rd, Viman Nagar, Pune",4.2,18.5595501,73.9119182,+91 20 6645 1900,766.0,https://www.hyattrestaurants.com/en/dining/india/pune/multi-cuisine-restaurant-in-nagar-road-the-cafe,4.21,"Pune 14 Cafe Hyatt Regency Pune Hotel & Residences Weikfield IT Park, Pune Nagar Rd, Viman Nagar, Pune Rating: 4.2"
Gauri's Kitchen Family Resto,Cafe,"Somnath Nagar Rd, opposite shree ramchandra sabha gruh, Near ninad society, Neenath Housing Society, Nilesh Aagan, Wadgaon Sheri, Pune",4.6,18.5544659,73.92093489999999,+91 75077 44903,374.0,,4.53,"Gauri's Kitchen Family Resto Cafe Somnath Nagar Rd, opposite shree ramchandra sabha gruh, Near ninad society, Neenath Housing Society, Nilesh Aagan, Wadgaon Sheri, Pune Rating: 4.6"
Back to Basics (By Global Village),Cafe,"81/82, opp. poonawala fincorp, Koregaon Park Annexe, Mundhwa, Pune",4.4,18.5347544,73.9122788,+91 77759 80313,88.0,http://backtobasics.dotpe.in/,4.34,"Back to Basics (By Global Village) Cafe 81/82, opp. poonawala fincorp, Koregaon Park Annexe, Mundhwa, Pune Rating: 4.4"
Keziah Café & Restaurant,Cafe,"PLATINUM, TOWERSLG-19, Old Mundhwa Rd, opposit to BOLLYWOOD, THE, Tukaram Nagar, Wadgaon Sheri, Pune",4.9,18.5484059,73.9303758,Not Available,12.0,https://www.eazycurry.com/miraki,4.35,"Keziah Café & Restaurant Cafe PLATINUM, TOWERSLG-19, Old Mundhwa Rd, opposit to BOLLYWOOD, THE, Tukaram Nagar, Wadgaon Sheri, Pune Rating: 4.9"
ISHAAN FINE DINING RESTAURANT,Cafe,"12/1, 14, opp. ARNOLD SCHOOL, Adarsh Nagar, Wadgaon Sheri, Pune",4.6,18.5505967,73.9128741,Not Available,49.0,,4.39,"ISHAAN FINE DINING RESTAURANT Cafe 12/1, 14, opp. ARNOLD SCHOOL, Adarsh Nagar, Wadgaon Sheri, Pune Rating: 4.6"
Hotel Kerala Cafe,Cafe,"HW5J+WFF, Sangrash Chowk , Karadi, Kharadi Rd, Eknath Pathare Vasti, Wadgaon Sheri, Pune",4.0,18.5598075,73.93115999999999,Not Available,1238.0,,4.02,"Hotel Kerala Cafe Cafe HW5J+WFF, Sangrash Chowk , Karadi, Kharadi Rd, Eknath Pathare Vasti, Wadgaon Sheri, Pune Rating: 4.0"
Kapoors Cafe Pvt Ltd,Cafe,"Kapoors Cafe At motherhood Hospital, Thite Nagar, Kharadi, Pune",4.8,18.5466475,73.9366756,Not Available,25.0,,4.39,"Kapoors Cafe Pvt Ltd Cafe Kapoors Cafe At motherhood Hospital, Thite Nagar, Kharadi, Pune Rating: 4.8"
IS Cafe,Cafe,"Shop No 07, Old Mundhwa Rd, near total fitness gym, Tukaram Nagar, Wadgaon Sheri, Pune",4.7,18.5449424,73.930954,+91 91560 27227,76.0,,4.46,"IS Cafe Cafe Shop No 07, Old Mundhwa Rd, near total fitness gym, Tukaram Nagar, Wadgaon Sheri, Pune Rating: 4.7"
Cafe Burger Delight,Cafe,"Shop #2, Mansi Building, opp. Anand Park, Ganesh Nagar, Wadgaon Sheri, Pune",4.5,18.5528231,73.92532220000001,+91 88880 06464,298.0,https://mydukaan.io/cbd,4.45,"Cafe Burger Delight Cafe Shop #2, Mansi Building, opp. Anand Park, Ganesh Nagar, Wadgaon Sheri, Pune Rating: 4.5"
Green Gold Veg Restaurant,Cafe,"Swapnshiv Apartment, Jagdamba Housing Society, Somnath Nagar, Wadgaon Sheri, Pune",4.8,18.559917,73.9215126,+91 90965 37485,156.0,https://www.google.com/search?kgmid=%2Fg%2F11h1kcl7rf&hl=en-IN&q=Green%20Gold%20Veg%20Restaurant&shndl=30&source=sh%2Fx%2Floc%2Fosrp%2Fm5%2F5&kgs=636bad96a1396ecc,4.6,"Green Gold Veg Restaurant Cafe Swapnshiv Apartment, Jagdamba Housing Society, Somnath Nagar, Wadgaon Sheri, Pune Rating: 4.8"
Smart Cafe and Restaurant,Cafe,"New Kalyani Nagar, Vitthal Nagar, Bramhacorp, Wadgaon Sheri, Pune",4.7,18.5414548,73.92258939999999,Not Available,29.0,,4.38,"Smart Cafe and Restaurant Cafe New Kalyani Nagar, Vitthal Nagar, Bramhacorp, Wadgaon Sheri, Pune Rating: 4.7"
Athens - The Rooftop Lounge,Cafe,"above D Mart, Marigold complex, Kalyani Nagar, Pune",3.9,18.5446278,73.9115484,Not Available,211.0,,4.02,"Athens - The Rooftop Lounge Cafe above D Mart, Marigold complex, Kalyani Nagar, Pune Rating: 3.9"
Krishna Cafe,Cafe,"Shop No 2, Sakore Nagar, Viman Nagar, Pune",4.4,18.5623028,73.90861749999999,+91 73853 32317,16.0,,4.3,"Krishna Cafe Cafe Shop No 2, Sakore Nagar, Viman Nagar, Pune Rating: 4.4"
Indo Irani Cafe Pune,Cafe,"Shop no 3, GIGA SPACE IT PARK, entry, behind SBI Bank, Clover Park, Viman Nagar, Pune",4.0,18.5631263,73.91945070000001,+91 84848 18072,61.0,,4.18,"Indo Irani Cafe Pune Cafe Shop no 3, GIGA SPACE IT PARK, entry, behind SBI Bank, Clover Park, Viman Nagar, Pune Rating: 4.0"
Shubham Pure Veg,Cafe,"Kharadkar Nagar, Lane No 02, near Bramha Suncity, Wadgaon Sheri, Pune",4.7,18.5487715,73.9195714,Not Available,38.0,,4.4,"Shubham Pure Veg Cafe Kharadkar Nagar, Lane No 02, near Bramha Suncity, Wadgaon Sheri, Pune Rating: 4.7"
SWAD - Cafe & Restaurant,Cafe,"Daisy, 02, Neco Gdn Rd, Society, Viman Nagar, Pune",4.4,18.5629128,73.9137554,+91 20 4501 7951,18.0,,4.3,"SWAD - Cafe & Restaurant Cafe Daisy, 02, Neco Gdn Rd, Society, Viman Nagar, Pune Rating: 4.4"
Taj Café,Cafe,"Mahaveer Nagar, Wadgaon Sheri, Pune",4.8,18.5457804,73.9220536,Not Available,43.0,,4.44,"Taj Café Cafe Mahaveer Nagar, Wadgaon Sheri, Pune Rating: 4.8"
Pedro's Urban kitchen,Cafe,"Shop no 70 Ground Floor, Bramha Corp, F-Residences, Digambar Nagar, Wadgaon Sheri, Pune",4.9,18.5477649,73.9175233,+91 99219 94172,25.0,,4.41,"Pedro's Urban kitchen Cafe Shop no 70 Ground Floor, Bramha Corp, F-Residences, Digambar Nagar, Wadgaon Sheri, Pune Rating: 4.9"
Cafe Arabia - Wadgaonsheri,Cafe,"Shop No. 37, Ground Floor, F-Residences, Kalyani Nagar - Wadgaon Sheri Rd, Digambar Nagar, Wadgaon Sheri, Pune",3.9,18.5485553,73.91819199999999,+91 96233 11115,120.0,https://cafearabia.in/,4.07,"Cafe Arabia - Wadgaonsheri Cafe Shop No. 37, Ground Floor, F-Residences, Kalyani Nagar - Wadgaon Sheri Rd, Digambar Nagar, Wadgaon Sheri, Pune Rating: 3.9"
Ramdev Restaurant,Cafe,"Near Sahara Hotel ,Viman Nagar, chowk, Pune Nagar Rd, Pune",4.0,18.56076,73.9184424,+91 81492 87555,46.0,https://www.instagram.com/ramdev_restaurant_?igsh=OGR1b3J3bmN2Mm1z&utm_source=qr,4.19,"Ramdev Restaurant Cafe Near Sahara Hotel ,Viman Nagar, chowk, Pune Nagar Rd, Pune Rating: 4.0"
Dawat Restaurant,Cafe,"Shop No 4, Kharadi Bypass Road, near Chevrolet Showroom, Pune",3.9,18.5544793,73.9372562,Not Available,38.0,https://daawatrestaurant.org/,4.18,"Dawat Restaurant Cafe Shop No 4, Kharadi Bypass Road, near Chevrolet Showroom, Pune Rating: 3.9"
Cadilac- Raising the Bar,Cafe,"Sr. No. 93/11, Upper Koregaon Park, Mundhwa, Pune",4.0,18.5347004,73.9231702,+91 94055 75657,286.0,https://instagram.com/cadilac_raisingthebar?igshid=YmMyMTA2M2Y=,4.07,"Cadilac- Raising the Bar Cafe Sr. No. 93/11, Upper Koregaon Park, Mundhwa, Pune Rating: 4.0"
Elita’s Café,Cafe,"1st Floor, Dhanlaxmi Society, Last Lane, Sunita Nagar, Wadgaon Sheri, Pune",4.7,18.5593664,73.9247216,+91 73870 30519,17.0,,4.34,"Elita’s Café Cafe 1st Floor, Dhanlaxmi Society, Last Lane, Sunita Nagar, Wadgaon Sheri, Pune Rating: 4.7"
Gypsii Bar and Kitchen,Cafe,"SurveyNo. 20 A, Bridge, Under, Mundhwa - Kharadi Rd, Raghoba Patil Nagar, Shree Datta Colony, Sainath Nagar, ChandanNagar, Pune",3.7,18.537214,73.9338952,+91 78755 73397,980.0,https://www.instagram.com/gypsiibarandkitchen/,3.75,"Gypsii Bar and Kitchen Cafe SurveyNo. 20 A, Bridge, Under, Mundhwa - Kharadi Rd, Raghoba Patil Nagar, Shree Datta Colony, Sainath Nagar, ChandanNagar, Pune Rating: 3.7"
The Elephant Restaurant And Bar,Cafe,"HW5H+H8F, Old Mundhwa Rd, opp. Sundra bai High school, Chandan Nagar, Kharadi, Pune",4.2,18.5589258,73.928291,+91 96371 83718,396.0,,4.22,"The Elephant Restaurant And Bar Cafe HW5H+H8F, Old Mundhwa Rd, opp. Sundra bai High school, Chandan Nagar, Kharadi, Pune Rating: 4.2"
One Restaurant & Bar,Cafe,"81, 1, Mundhwa Rd, next to Kapila Matrix, Koregaon Park Annexe, Mundhwa, Pune",4.1,18.5365042,73.9108815,+91 95612 13121,4627.0,https://onerestaurantandbar.in/,4.1,"One Restaurant & Bar Cafe 81, 1, Mundhwa Rd, next to Kapila Matrix, Koregaon Park Annexe, Mundhwa, Pune Rating: 4.1"
LIMRA RESTAURANT,Cafe,"HW59+2WM, Lane No. 2, Sopan Nagar, Someshwar Nagar, Wadgaon Sheri, Pune",4.7,18.5575955,73.919791,Not Available,12.0,,4.33,"LIMRA RESTAURANT Cafe HW59+2WM, Lane No. 2, Sopan Nagar, Someshwar Nagar, Wadgaon Sheri, Pune Rating: 4.7"
CAFE MOMORIES PUNE,Cafe,"Shop No 9, Karan Bazar Apartment, Azad Nagar, Somnath Nagar, Wadgaon Sheri, Pune",5.0,18.5554047,73.9207618,Not Available,13.0,,4.37,"CAFE MOMORIES PUNE Cafe Shop No 9, Karan Bazar Apartment, Azad Nagar, Somnath Nagar, Wadgaon Sheri, Pune Rating: 5.0"
24K Kraft Brewzz | Fine Dine Restaurant | Taproom | Lounge Bar,Cafe,"Vascon building, Platinum Square, Pune Nagar Rd, next to Hyatt regency, Sakore Nagar, Viman Nagar, Pune",4.6,18.5610305,73.9120289,+91 82352 42424,1325.0,https://24kkraftbrewzz.com/24k-kraft-brewzz-vimannagar/,4.58,"24K Kraft Brewzz | Fine Dine Restaurant | Taproom | Lounge Bar Cafe Vascon building, Platinum Square, Pune Nagar Rd, next to Hyatt regency, Sakore Nagar, Viman Nagar, Pune Rating: 4.6"
Lotus Restaurant And Bar,Cafe,"Shop No-29, 3, Old Mundhwa Rd, Tukaram Nagar, Kharadi, Pune",4.7,18.5515594,73.92905619999999,Not Available,92.0,,4.48,"Lotus Restaurant And Bar Cafe Shop No-29, 3, Old Mundhwa Rd, Tukaram Nagar, Kharadi, Pune Rating: 4.7"
Orilla,Cafe,"Pyramid Complex, 81/82, East Main Road, next to Raga Lawns, Koregaon Park Annexe, Koregaon Park, Pune",4.0,18.5383022,73.9126421,+91 95450 02220,664.0,,4.04,"Orilla Cafe Pyramid Complex, 81/82, East Main Road, next to Raga Lawns, Koregaon Park Annexe, Koregaon Park, Pune Rating: 4.0"
"Healthy Chilla - Health Food, Smoothies, Paratha in Kharadi Pune",Cafe,"Shop- UG 17, The Platinum Tower, Old Mundhwa Rd, Tukaram Nagar, Kharadi, Pune",4.7,18.5482966,73.93003259999999,+91 93828 06437,280.0,https://healthychilla.co.in/,4.59,"Healthy Chilla - Health Food, Smoothies, Paratha in Kharadi Pune Cafe Shop- UG 17, The Platinum Tower, Old Mundhwa Rd, Tukaram Nagar, Kharadi, Pune Rating: 4.7"
Pune Food Factory,Cafe,"Pune Food Factory, Sr. No.36/2 Plot No. 25, near Ramchandra Sabhagruh, opposite to Viva Girls Hostel, Wadgaon Sheri, Pune",3.4,18.5541187,73.92069000000001,+91 86009 74400,57.0,,3.96,"Pune Food Factory Cafe Pune Food Factory, Sr. No.36/2 Plot No. 25, near Ramchandra Sabhagruh, opposite to Viva Girls Hostel, Wadgaon Sheri, Pune Rating: 3.4"
Shrees Family Restaurant,Cafe,"opp. Krishna trading company, Kharadi, Yashwant Nagar, Pune",4.0,18.5540841,73.93522159999999,+91 84214 84296,351.0,,4.06,"Shrees Family Restaurant Cafe opp. Krishna trading company, Kharadi, Yashwant Nagar, Pune Rating: 4.0"
Samarth Snacks and Lunch Home - समर्थ स्नॅक्स अँड लंच होम,Cafe,"47, Sunita Nagar Corner, 5, Old Mundhwa Rd, Pune",4.1,18.5599921,73.92791679999999,+91 90110 98588,50.0,,4.22,"Samarth Snacks and Lunch Home - समर्थ स्नॅक्स अँड लंच होम Cafe 47, Sunita Nagar Corner, 5, Old Mundhwa Rd, Pune Rating: 4.1"
Berojgar Engineers Cafe,Cafe,"Berojgar Engineers Cafe, Biryani, Lane, Pune Nagar Rd, Suryoday Nagar, Sunita Nagar, Wadgaon Sheri, Chandan, Pune",4.3,18.5595241,73.9296559,+91 99228 22076,62.0,,4.29,"Berojgar Engineers Cafe Cafe Berojgar Engineers Cafe, Biryani, Lane, Pune Nagar Rd, Suryoday Nagar, Sunita Nagar, Wadgaon Sheri, Chandan, Pune Rating: 4.3"
Spirit's Bar And Restaurant,Cafe,"SNo 37, The Orane, Ram Nagar, Sainikwadi, Wadgaon Sheri, Pune",4.0,18.5514658,73.91884999999999,+91 90222 40509,140.0,,4.12,"Spirit's Bar And Restaurant Cafe SNo 37, The Orane, Ram Nagar, Sainikwadi, Wadgaon Sheri, Pune Rating: 4.0"
Zanzanit Mejwani Marathi Food Center,Cafe,"HW4C+GGG, Somnath Nagar Rd, Somnath Nagar, Wadgaon Sheri, Pune",3.8,18.5563087,73.921317,Not Available,360.0,,3.91,"Zanzanit Mejwani Marathi Food Center Cafe HW4C+GGG, Somnath Nagar Rd, Somnath Nagar, Wadgaon Sheri, Pune Rating: 3.8"
Just Bengali Restaurant,Cafe,"Sr. No. 22/1/8, Mundhwa - Kharadi Rd, near Bank of Baroda, near Shiv Shakti Restaurant, Thite Vasti, Thite Nagar, Kharadi, Pune",4.7,18.5446331,73.9357296,+91 84848 75750,727.0,https://www.justbengali.co.in/,4.65,"Just Bengali Restaurant Cafe Sr. No. 22/1/8, Mundhwa - Kharadi Rd, near Bank of Baroda, near Shiv Shakti Restaurant, Thite Vasti, Thite Nagar, Kharadi, Pune Rating: 4.7"
SUKHI CAKEOLOGY,Cafe,"S no 48-4, Gangalaxmi Bhavan, near Masjid Quba, Ganesh Nagar, Wadgaon Sheri, Pune",4.9,18.5550257,73.9283866,+91 96600 00398,301.0,,4.75,"SUKHI CAKEOLOGY Cafe S no 48-4, Gangalaxmi Bhavan, near Masjid Quba, Ganesh Nagar, Wadgaon Sheri, Pune Rating: 4.9"
TALEKAR VEG NONVEG RESTAURANT,Cafe,"Shop No 7, Sopan Nagar Rd, Kargil Vijay Nagar, Viman Nagar, Pune",3.8,18.5608081,73.9190096,+91 73856 88685,16.0,,4.22,"TALEKAR VEG NONVEG RESTAURANT Cafe Shop No 7, Sopan Nagar Rd, Kargil Vijay Nagar, Viman Nagar, Pune Rating: 3.8"
Braun Autobahn - The Smart Restaurant,Cafe,"Third floor, Phoenix Market City, Viman Nagar, Pune",4.1,18.5611323,73.91719379999999,+91 87676 52639,2104.0,,4.11,"Braun Autobahn - The Smart Restaurant Cafe Third floor, Phoenix Market City, Viman Nagar, Pune Rating: 4.1"
The Brotherhood Kitchen,Cafe,"Brotherhood Hospitality Vijay, Kargil Nagar, Wadgaon Sheri, Pune",5.0,18.560523,73.91943979999999,+91 91127 70254,10.0,,4.35,"The Brotherhood Kitchen Cafe Brotherhood Hospitality Vijay, Kargil Nagar, Wadgaon Sheri, Pune Rating: 5.0"
Hotel Sonali VELHE,Cafe,"Panshet Velhe-Torna Rd, Velhe, Velhe Bk.",5.0,18.2980606,73.6358982,Not Available,10.0,,4.35,"Hotel Sonali VELHE Cafe Panshet Velhe-Torna Rd, Velhe, Velhe Bk. Rating: 5.0"
Ashoka Restaurant,Cafe,"Shop No. 5, Sai Yash Jewel, Ashoka Restaurant, Gujar Nagar, Thergaon, Pimpri-Chinchwad, Pune",4.9,18.6099259,73.770106,+91 97674 71333,39.0,https://taplink.cc/ashokarestaurant,4.46,"Ashoka Restaurant Cafe Shop No. 5, Sai Yash Jewel, Ashoka Restaurant, Gujar Nagar, Thergaon, Pimpri-Chinchwad, Pune Rating: 4.9"
Casa de Silver,Cafe,"Aundh - Ravet BRTS Rd, near Dange Chowk Road, behind Silver Fitness Club, Ram Nagar, Tathawade, Pune, Pimpri-Chinchwad",4.5,18.622357,73.7584716,+91 77680 35252,964.0,https://www.casadesilver.in/,4.48,"Casa de Silver Cafe Aundh - Ravet BRTS Rd, near Dange Chowk Road, behind Silver Fitness Club, Ram Nagar, Tathawade, Pune, Pimpri-Chinchwad Rating: 4.5"
The Maheshwaram Cafe,Cafe,"Shop No : 5, Runwal Classic Housing Society , C1 , Survey 4/13, Thergaon, near DMART, Thergaon, Pimpri-Chinchwad",4.5,18.6128885,73.7844873,+91 73978 03595,134.0,,4.41,"The Maheshwaram Cafe Cafe Shop No : 5, Runwal Classic Housing Society , C1 , Survey 4/13, Thergaon, near DMART, Thergaon, Pimpri-Chinchwad Rating: 4.5"
The Pavillion Family Garden Restaurant,Cafe,"Dr Keshav Baliram Hedgewar Path, Deo Wada, Keshav Nagar, Chinchwad, Pimpri-Chinchwad",4.1,18.6203886,73.7822654,+91 91300 96617,269.0,,4.15,"The Pavillion Family Garden Restaurant Cafe Dr Keshav Baliram Hedgewar Path, Deo Wada, Keshav Nagar, Chinchwad, Pimpri-Chinchwad Rating: 4.1"
THE PAPAS KITCHEN KING,Cafe,"The Papa's Kitchen King, GANESH NAGAR THERGAON PUNE PCMC ward No-23",5.0,18.6080242,73.76269839999999,Not Available,29.0,,4.44,"THE PAPAS KITCHEN KING Cafe The Papa's Kitchen King, GANESH NAGAR THERGAON PUNE PCMC ward No-23 Rating: 5.0"
Teddy's Kitchen and Bar,Cafe,"Boat Club Road, near Kejudevi Mandir, Thergaon, Pune, Pimpri-Chinchwad",4.5,18.6245094,73.7698704,+91 92575 76957,2851.0,,4.49,"Teddy's Kitchen and Bar Cafe Boat Club Road, near Kejudevi Mandir, Thergaon, Pune, Pimpri-Chinchwad Rating: 4.5"
The Bliss Cafe,Cafe,"SWISS COUNTY HOUSING SOCIETY, Bharat Ratna Dr. Babasaheb Ambedkar Marg, Sector No. 34, Thergaon, Pimpri-Chinchwad, Pune",4.8,18.6140466,73.7768506,+91 91586 69701,12.0,,4.34,"The Bliss Cafe Cafe SWISS COUNTY HOUSING SOCIETY, Bharat Ratna Dr. Babasaheb Ambedkar Marg, Sector No. 34, Thergaon, Pimpri-Chinchwad, Pune Rating: 4.8"
Cafe Amore,Cafe,"Joshi Marg, Gandhi Peth, Chinchwad Gaon, Chinchwad, Pimpri-Chinchwad",4.5,18.6263072,73.779061,+91 93099 87909,64.0,,4.37,"Cafe Amore Cafe Joshi Marg, Gandhi Peth, Chinchwad Gaon, Chinchwad, Pimpri-Chinchwad Rating: 4.5"
Varada Resto,Cafe,"D-402, Bharat Ratna Dr. Babasaheb Ambedkar Marg, Sector No. 34, Thergaon, Pimpri-Chinchwad",5.0,18.6157135,73.7778364,+91 78229 71912,19.0,,4.4,"Varada Resto Cafe D-402, Bharat Ratna Dr. Babasaheb Ambedkar Marg, Sector No. 34, Thergaon, Pimpri-Chinchwad Rating: 5.0"
Jadhav wadewale,Cafe,"Jadhav wadewale, school, near keshavnagar, Kakade Nagar, Chinchwad Gaon, Chinchwad, Pune, Pimpri-Chinchwad",4.8,18.6247662,73.7825462,+91 91126 29240,64.0,,4.49,"Jadhav wadewale Cafe Jadhav wadewale, school, near keshavnagar, Kakade Nagar, Chinchwad Gaon, Chinchwad, Pune, Pimpri-Chinchwad Rating: 4.8"
Sunnys Cake And Cafe,Cafe,"Shop.no 113Kamla, Corner, PCMC Link Rd, Chinchwad Gaon, Pune",4.9,18.6271884,73.7823746,+91 79721 99627,34.0,,4.44,"Sunnys Cake And Cafe Cafe Shop.no 113Kamla, Corner, PCMC Link Rd, Chinchwad Gaon, Pune Rating: 4.9"
GoodLuck Cafe - & Mankar Dosa Nanded City,Cafe,"Destination Center 1, G-15, Nanded, Pune",4.0,18.4594981,73.78524999999999,+91 99751 41606,408.0,,4.06,"GoodLuck Cafe - & Mankar Dosa Nanded City Cafe Destination Center 1, G-15, Nanded, Pune Rating: 4.0"
Chhatrapati Family Restaurant,Cafe,"Megh Sparsh Building, near NavBharat Highschool, opposite to MSEB OFFICE, Deshmukh Nagar, Shivane, Pune",4.6,18.4645373,73.7819344,+91 83083 70663,74.0,https://kuula.co/share/collection/7Zhjy?logo=1&info=1&fs=1&vr=0&sd=1&thumbs=1,4.42,"Chhatrapati Family Restaurant Cafe Megh Sparsh Building, near NavBharat Highschool, opposite to MSEB OFFICE, Deshmukh Nagar, Shivane, Pune Rating: 4.6"
Hotel Royal Maratha Family Restaurant,Cafe,"Shop No 3, Shivane, Pune",4.2,18.4688416,73.7871581,Not Available,395.0,,4.22,"Hotel Royal Maratha Family Restaurant Cafe Shop No 3, Shivane, Pune Rating: 4.2"
Macpol Cafe branch 2,Cafe,"Shop no 7, Ingale corner Aashirwad corner, Uttam Nagar, Yashwant Nagar, Deshmukh Nagar, Shivane, Pune",4.1,18.4657093,73.77734769999999,+91 72194 73421,17.0,,4.26,"Macpol Cafe branch 2 Cafe Shop no 7, Ingale corner Aashirwad corner, Uttam Nagar, Yashwant Nagar, Deshmukh Nagar, Shivane, Pune Rating: 4.1"
Savi's Kitchen Nanded City Pune,Cafe,"Destination Center, F30, Nanded City Sinhgad Rd, Nanded, Pune",3.0,18.4597114,73.7852667,+91 90228 61600,125.0,https://www.saviskitchen.com/,3.57,"Savi's Kitchen Nanded City Pune Cafe Destination Center, F30, Nanded City Sinhgad Rd, Nanded, Pune Rating: 3.0"
Kamal Restaurant,Cafe,"Shop no 30, gole market, NDA, Khadakwasla, Pune",4.0,18.4663393,73.764855,+91 97624 40184,282.0,,4.07,"Kamal Restaurant Cafe Shop no 30, gole market, NDA, Khadakwasla, Pune Rating: 4.0"
La Cheezy,Cafe,"shop No, Laxmi Heritage, Deshmukhwadi, 2, NDA Rd, Yashwant Nagar, Deshmukh Nagar, Shivane, Pune",4.5,18.4665993,73.77897329999999,+91 93730 16741,35.0,,4.34,"La Cheezy Cafe shop No, Laxmi Heritage, Deshmukhwadi, 2, NDA Rd, Yashwant Nagar, Deshmukh Nagar, Shivane, Pune Rating: 4.5"
Upkar Hotel,Cafe,"Indira Colony, Shivane, Pune",4.0,18.4607587,73.77279589999999,+91 99227 63232,168.0,,4.11,"Upkar Hotel Cafe Indira Colony, Shivane, Pune Rating: 4.0"
Vithucha Varkari Misal & PavBhaji,Cafe,"FQ8G+MWC, Shivane, Pune",4.0,18.4666897,73.7772603,+91 99707 07015,64.0,,4.17,"Vithucha Varkari Misal & PavBhaji Cafe FQ8G+MWC, Shivane, Pune Rating: 4.0"
Neelam Restaurant,Cafe,"Shop no.15, Gole Market, NDA, Khadakwasla",3.9,18.4667902,73.76503319999999,+91 99703 96008,126.0,,4.07,"Neelam Restaurant Cafe Shop no.15, Gole Market, NDA, Khadakwasla Rating: 3.9"
Kaathi Crunch,Cafe,"Destination Center 1, Nanded City Sinhgad Rd, Nanded City, Nanded, Pune",4.9,18.4601226,73.7856642,+91 92095 31212,27.0,,4.41,"Kaathi Crunch Cafe Destination Center 1, Nanded City Sinhgad Rd, Nanded City, Nanded, Pune Rating: 4.9"
Hotel Malhar Chav Kolhapuri,Cafe,"NDA Rd, opposite Ahire Gate, Uttam Nagar, Shivane, Pune",3.9,18.4640489,73.7736808,+91 84850 10330,111.0,https://kuula.co/share/collection/7Jp2w?logo=1&info=1&fs=1&vr=0&thumbs=1&margin=16,4.08,"Hotel Malhar Chav Kolhapuri Cafe NDA Rd, opposite Ahire Gate, Uttam Nagar, Shivane, Pune Rating: 3.9"
MOJO Pizza - 2X Toppings,Cafe,"Ward No. 4, Haveli, Ashirwad Garden Society Ingle Colony, Ground Floor, Shop No. 3, Omkar Complex, NDA Rd, Shivane, Pune",4.8,18.4654317,73.777079,Not Available,293.0,https://eatclub.in/,4.67,"MOJO Pizza - 2X Toppings Cafe Ward No. 4, Haveli, Ashirwad Garden Society Ingle Colony, Ground Floor, Shop No. 3, Omkar Complex, NDA Rd, Shivane, Pune Rating: 4.8"
ROHIT FARSHAN HOUSE,Cafe,"NDA Rd, opp.to Siddhivinayak Market, near Manisha Theator, Bhikoba More Nagar, Shivane, Pune",4.3,18.4628827,73.7736115,+91 99221 10596,12.0,,4.29,"ROHIT FARSHAN HOUSE Cafe NDA Rd, opp.to Siddhivinayak Market, near Manisha Theator, Bhikoba More Nagar, Shivane, Pune Rating: 4.3"
BOX8 - India's Largest Desi Meals Brand,Cafe,"Ward No. 4, Haveli, Ashirwad Garden Society Ingle Colony, Ground Floor, Shop No. 3, Omkar Complex, NDA Rd, Shivane, Pune",4.8,18.4658155,73.7770674,Not Available,217.0,https://box8.in/,4.64,"BOX8 - India's Largest Desi Meals Brand Cafe Ward No. 4, Haveli, Ashirwad Garden Society Ingle Colony, Ground Floor, Shop No. 3, Omkar Complex, NDA Rd, Shivane, Pune Rating: 4.8"
Kumar's Kitchen,Cafe,"Warje, Pokale Nagar, Shivane, Pune",4.8,18.4647972,73.7752333,Not Available,5.0,https://kumarskitchen.myferrypal.com/,4.31,"Kumar's Kitchen Cafe Warje, Pokale Nagar, Shivane, Pune Rating: 4.8"
Hotel Jai Malhar,Cafe,"S No-8/1, NDA Rd, ahire gate, Shivane, Pune",3.8,18.4642658,73.7736224,Not Available,81.0,http://www.dnyaneshwar.com/,4.07,"Hotel Jai Malhar Cafe S No-8/1, NDA Rd, ahire gate, Shivane, Pune Rating: 3.8"
