name,cuisine,address,latitude,longitude,phone,rating,types,user_ratings_total,vicinity,photo,scrape_timestamp
Barbeque Nation - Pune - Deccan,Indian,"Ground Floor, Deccan Mall, Bus Stop, R, opposite Deccan Gymkhana, Jangali Maharaj Road, Deccan Gymkhana, Pune",18.5164341,73.8422187,,4.3,"restaurant,food,point_of_interest,establishment",12989,"Ground Floor, Deccan Mall, Bus Stop, R, opposite Deccan Gymkhana, Jangali Maharaj Road, Deccan Gymkhana, Pune","[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114956567279792186138"">Barbeque Nation - Pune - Deccan</a>'], 'photo_reference': 'AciIO2cffODjBVhWNVQNoMmUrCgR4Z3tfM-9FvaNn-CaZxDyM1LkRcEPHfHn9_uinjP9osY2etVMs15B2xcCi5taXrEeO2GNmeuu6TiHyVAem8qaIZ5E1dg8at8Jspz6qx5iW2ZWRlFY7ZkMkuo92Ikd--RCMfMycy-gdE3SXUKL1ao_bMPBCOK7Kc1JdfbVoJLdzOSjH0nCtypsME6nC1CyH-VtIYU1gFGpVRcL4eZ4YZFl_9Me4Epcb2pfV46ezK-MjNqkHvxtvaA9JPrppNnTXFhRTLzL7NR58eB4lnoekzsMO4RPhxRlSeyql8KHKdwQzwQeW8RNfmU', 'width': 6000}]",2025-10-17T07:30:32.042413
Asia Kitchen by Mainland China | Boat Club Rd,Indian,"Ground Floor, City Point, Dhole Patil Road, Near, Boat Club Road, Pune",18.538896,73.8753565,,4.3,"restaurant,food,point_of_interest,establishment",1466,"Ground Floor, City Point, Dhole Patil Road, Near, Boat Club Road, Pune","[{'height': 824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104830034654505376968"">Asia Kitchen by Mainland China | Boat Club Rd</a>'], 'photo_reference': 'AciIO2fSHo_nHkXa_9b_f7xANvmSJ6l0RhCxp8dtQS9KnGPHfXh8x0F7CiX22MKk6xtDSwYJAmQcK5X9GV2UBq5Wz6wVTR73Daq6jyctQJLZvZADWjLR3DGWAzsJfUM4_Txx-furNs4jdCdYov7_239NyLSHEQSM3uA-9Hu85iih24pHZJx99RwGAY4kL80eU3Ru6bbqz6J7NVVoWLhv59JhrJGUw6_VacxclQ755MGFypWC7YkeUsredD1Ku3kh1aNIezZymJLn9BYKCPelFQS-TN3gLNDD2d36QncX5ti5EqC-Z8sbJzrRbuYVusMtmSfaunZTm9x_po4', 'width': 842}]",2025-10-17T07:30:32.143874
Café Coffee Day,Indian,"Ground Flr, City Pride Multiplex, Satara Road, Market Yard, Pune",18.4888044,73.8579005,,3.9,"cafe,bakery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",886,"Ground Flr, City Pride Multiplex, Satara Road, Market Yard, Pune","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113134344528635970378"">NARENDRA PATIL</a>'], 'photo_reference': 'AciIO2fm-tY6t6ipFbe3hhie6lIWdu31AjI8uUbt8DCBjSITTmZguoYu-wCrWbqVJhRbIAqV-b0FpEXL0xzVFyCitxgksttGR8odmYQAPtrg1lsSQNTAojSdpB0rLRhZh7KVN_fJOlMKuRmKi0AiOCsnobBOr65Rz5_TYb0LojEYgOW8Qjd3NAX-jNg7rGBV-Wsi6B5y9xIR-KCp8-ywCfOmAlXpN0xzhB8ItOyYf3vi-lXJoIh8kp5z8xkx3zCOP0c5zykHww0pSpHEJsh4tZ6Gf7cupg2YnKr8ttZ8vAmVVIU0Mcols5wxzxN-7ljKywvrwBtcpF2yKsBRnitBIdunwwFZmHuBCXwi-GodO3f3gbuKgwDS-5jzytBJMXIfIyOJLsDSZUI1SPm3Ez0rvlzjf09wGNd4u7nA9tyKkYdCLh2O89PhiYzai4f0YIaekz47zeu0esoJDk0A2M0NzJOpFHfJFFu4_0vD-ikU7_MmCav_Mqiui0KIz-_NfJ3RUfAq-Pg98ZvCZSunIeKw0fWs9NmozImY5HWQ8Q56B7hAxdaLESdMVhu1llUQPWqzLccuw-OzszjGrcfN_F11iQzFW8FDBcZ0DIV_W77FTP1ZRoETPheHM1VKDBF9JF-J2PWFr8659g', 'width': 4608}]",2025-10-17T07:30:32.246281
Hotel Raj,Indian,"CVF5+WJX, Bhilarewadi, Pune-Satara Road, Katraj Katraj, Bhilarewadi, Katraj Katraj, Bhilarewadi, Pune",18.4236887,73.8601885,,4.1,"lodging,restaurant,food,point_of_interest,establishment",92,"CVF5+WJX, Bhilarewadi, Pune-Satara Road, Katraj Katraj, Bhilarewadi, Katraj Katraj, Bhilarewadi, Pune","[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110662263564585586072"">Rajesh Pathare</a>'], 'photo_reference': 'AciIO2cqqNvWCKq6Dd-zEONEPYpMsJrDoSu_TW9Vpd1mqAOCscbRhLmyr2MdkDggQ6X5IXno5XuYYtDX6qZDuW-NIvAaKMQ3LKytdOPXfHezcTiuqWbIWpbM2GR3fp00DqTceWLTCqMaRa97Wo0PCr9Av_biFyJ_yyBz6T_XOZOyUgLW8ZrghSNkJCdwZz9f9IL-esgh_2A3lTj36dLRvU-upvgxMO27uhz39Rge9jaQ0hzWVMhg93QRVvv1EJWtFamgimBA8WvCJ_Otdkrb8MdOQFZ5NEk0glRBRHcgp3knKSq-Chvidf415MfXTKNgnK33se6ZqJLoMT3eVHJHHMIOnNKW9YptXscbEyHF2XdvaB4Zus2RQEpGL3YpJm6DUltHfbGhk_o6U-3PXkYFLbS_vvaX3XALQYKyE_jchXoFtOO4Ivd77imi0N372UK4kBiwOmQ89eXvWmCtRIKalj5kUXnmg6Ee2Yz63X1tHVikGH_S3SQFc-8f3XxOp113g3oQG12M15EkQ06Ol_y27IH3pBU5svFf2Ma4vlwEMSoyU_LweiBuBgQxI6vSV40-SAubSy3N_YYF8GiqEiN-xw8szCXjagmEpBiYrNvOFHU8XMoKJUpccwdV_XnXOu_z_2V8IfrLOA', 'width': 2340}]",2025-10-17T07:30:32.348139
"Domino's Pizza | Wanawadi, Pune",Indian,"Shivam Apartments, GROUND FLOOR WING D, 17, Vitthal Rao Shivarkar Road, Wanwadi, Pune",18.4985196,73.9006333,,3.8,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",1505,"Shivam Apartments, GROUND FLOOR WING D, 17, Vitthal Rao Shivarkar Road, Wanwadi, Pune","[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103790952255987686565"">Vishwas Elroy Danish</a>'], 'photo_reference': 'AciIO2dtNefmwLPsrOZ-kB1m0rhZC2e8_EbezayLOV7ov2p9TM722pBrochX4YyXN-SVTf2iFmGxGLyEIBLz2ePKIs_OtTaoRaZ0paw1gEr-HevQD-_Q07cVahIoNn2o2TKHd-Ojz_ns0Tm1kCoXdQv2K4dqP63fUZsOXQyQoH0-oiyyMGYJ6XtKqchqRvHGSEwG-1PmIxhzTeANHjpMjJ_Zga3GjnYnNG3FDcKks4n_Cp7dGm9-jTVPbvqpJG0ly7WfxQC6lVA6H7ECtBPmAJ6mUg6-hl7fCcphPQDaP0rrIZXM2wHVT8KRLO0jx101sEFV0y2n_amyzzshEePyMepwLJXsP4fPz1j3CJrIS5-zBmx7JHPfU_YZ6npN6Fs9VE3nbbpyffrnjV4IScX6YASKvYwfOL7eoi6fE49VrAq03Rz2rgyAOvZIca84CqydLuFTjJfFm5D8zHySfWiLSh-Tdjh05Hy01FLxOLwqLfhy-3gfYIwgA4mhpt7XTimJ-pwst2cLngG8soj0O8kGSRg_5fwCng0Rdp3ORPLDuNL2zvtG-HxFG1GFBzHqE00ogR7QCbsa5eUNJJi_Zro8vEyb71rBcmWYwuZLmF_nOKISbZNET43MbkhB62NmJedcnKW15ACiYxTu', 'width': 5312}]",2025-10-17T07:30:32.449614
Hotel Parc Estique,Indian,"next to Phoenix Market City, Pune Nagar Road, विमान नगर, पुणे",18.5620766,73.9196255,,4,"spa,lodging,restaurant,food,point_of_interest,establishment",4936,"next to Phoenix Market City, Pune Nagar Road, विमान नगर, पुणे","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107048775831501711184"">Hotel Parc Estique</a>'], 'photo_reference': 'AciIO2caHwe3lmbIYgWDnlxP3qvX0CmrHOU371-wRNXVmCsHukxPzyU4YO0QNZJYQno-uEmkwyNfjGhT4NJD4O8b63Ka9sBzH8T2l-FE4neqCJWniU8K1UbzGjaBNk7ZRMjSwZPiGnDOvbZ8ZzZcV5VZNTDDkyj_BXPYWMrzoBJnLFwPhnVNT-UnI_Ga5LlKGKNn1jZWOBvM5HdH8TRz0KbBUNtADo_hziI_QWwGV5_rZFUz6i8LuVvdMUgD0nXrQeU5Hz4uy6Nke5bF7_MIIRS8tSKiLgLFhemj6GaO3gfJugfr2yjuLykmRwkq25q-rgtsH5ObEEP-9HQ', 'width': 4032}]",2025-10-17T07:30:32.551393
Durvankur Dining Hall,Indian,"Tilak Road, Hatti Ganapati Chowk, near Sahitya Parishad, Shop No. 1166, Chhatrapati Sambhaji Maharaj Road, Sadashiv Peth, Pune",18.510734,73.8461745,,4.1,"restaurant,food,point_of_interest,establishment",19711,"Tilak Road, Hatti Ganapati Chowk, near Sahitya Parishad, Shop No. 1166, Chhatrapati Sambhaji Maharaj Road, Sadashiv Peth, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105203328530213720836"">Mehta S.D.</a>'], 'photo_reference': 'AciIO2eWY7LWZxSDdNCssfqaqZm1lpSAlHL2LggBgabcq9B90ZBMNR6HjYWNkjaftWg4bGyws6cx9BfE_Ssz0alWFjzDOYLtaEuQNkhUu2xIL4J6o-420Txjc1ul4nP1MuHtRh4C63pL1e1P4Zg5iRybRXyXp-UBI_zNLLLP8rrqVlWUF1r_yRHCewdtvaOpmJ8HqANEd4WjO5AGHM0WAf558OtWTZRFnorZBoa10YuLRYmrLP_TNiQ-d3fc8C2A2PuCXJavgk2dMo2qLpzzAMQMos0LT0F4UAaYmrhYGxzb0_QfjGCqEJeYsD2CvppLr0--cb0Hrq5Bt4cl9eNMaKP2QJttAd7pN8T6kjBbDmlpx1AewG8wqd5yqffsg4g987e4L8TnUMDePTpQ9qgQ-foS4C_Fx0QwF1NV2oRd1DEgNo2_o9NICy8DAApYHmU4s74ckt3RsGUcXWHFsjvZo-kTudmszc6DIkzP7bEDhRBbUBDIzqpl24mPa3lRAZNHlNSsS4-PtSAmPDafF7LZ90-ksP1JBjnCnILtgeX5EoJj4b6oOo1z6-lAYG6vQ9y4krNyn4XTHWmaL8txFjKNnZCHibIAhn8vh9tzW3u5gDA4kH20V_FtgSvJrc3EtuN23FzH6EA7UA', 'width': 4032}]",2025-10-17T07:30:32.652394
Yana Sizzlers & Wok,Indian,"Police Ground, Unit No.2, Elite Colossal, Unit no: 2,Survey No.1142, opp. Shivaji nagar, Fergusson College Road, Shivajinagar, Pune",18.5303361,73.8436347,,4.2,"restaurant,food,point_of_interest,establishment",9748,"Police Ground, Unit No.2, Elite Colossal, Unit no: 2,Survey No.1142, opp. Shivaji nagar, Fergusson College Road, Shivajinagar, Pune","[{'height': 6288, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109120645716354119010"">Shivam Kadwade</a>'], 'photo_reference': 'AciIO2eStb0aHAoFH_Ng-TMpqFmHr4L3vDN9prIu5P2_FJ9rk7afhV8UiRCePuwS8dpYTc05r33WQwyewdxsn4xQvZNrj55lWczs3bLxvWkhenQVsywGzzEt7Lfn9_xb86q3NalSLaIYICTRNclbkAD8C7qF-2fKb3H1Tdue1uH0u_LFS6xtZ0xi3fxvZg0irYm76awPIt60z7jXsUfVXD-8N9CO6ZqmCSiTi2HyYGNbs9j18pkkdSB4PH5Brbwd8J6dQwShUJGb6HwL1MrypPMQOp3I2hG3zyfUqN9Zhb9NDtsEciHrwJ3tubvMh_ugkuuG8xYfbZQSW6rmitA3x0pTX4jGYW5nseJa3bJ25lRyQGhoUlmMX4pIxmXc6SucFXCFtz4lDcWsV2QJ_vLKaUUT-mtEe91hvN0n0gUK0jkLDWjetvYw8pca-6nvy6frEHVax7LTw1cHgFNzg5kN-amK8vBYkU1gCA4iMPW0FJDATRNxbzOx-VVK7J5eeyD9PZWAiCvDlu0qPo_NXxXNgvgxpbqT9NEdV5wwEWkb5glzvnlFwbFJh7Ile_DtRuR4nETp_VmR-SxcPLjiPdrYTIypqGvGz_axS4AhpzkJ92MUNPe3W9-tYsxFEwtO2bd2g6S-4pHxeA', 'width': 8384}]",2025-10-17T07:30:32.754591
Maratha Samrat - Kothrud,Indian,"Rohan Chambers, Beside Jalsampatti Bhavan, Rahul Nagar Road, Kothrud, Pune",18.5016667,73.8158333,,4.4,"restaurant,food,point_of_interest,establishment",4035,"Rohan Chambers, Beside Jalsampatti Bhavan, Rahul Nagar Road, Kothrud, Pune","[{'height': 786, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103438722246583685924"">Maratha Samrat - Kothrud</a>'], 'photo_reference': 'AciIO2cy7zeiEJfdlotfilz9MdWsOIwqmKAj-v-K1DvZAuCIVDOHz3N-6rVemxh7uKgpJ2YS7syxEBDXvWJZnN9ZqOmU1zofSwiynd6Wrf62OrUYwdjEF3-ORM0Mg5VXH6Evn_krH4JoXAL8pcPH-zyNYm37mzRG5lYdtiVVPbD97L2D0Q89PKScd22H0IMLBKdFPHx_aFvax4E52eTCox6eTYbrN1qh-UrTJxig9ztaipcNyy6yT-FXtLFDPUy7ZE8L7tytRhHx9jvomt7OjOyG2P4-e3oqzHvaknFFmVBmeouAREKEMw1yUeiPIMRjsWHqcI6QJeaIitU', 'width': 600}]",2025-10-17T07:30:32.855454
Gandharva Residency - Hotel - Banquets - Restaurant & Bar,Indian,"Gandharva Residency Managed by Rapid Hospitality, Jangali Maharaj Road, Shivajinagar, Pune",18.5229448,73.8491935,,3.8,"lodging,restaurant,food,point_of_interest,establishment",1266,"Gandharva Residency Managed by Rapid Hospitality, Jangali Maharaj Road, Shivajinagar, Pune","[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118287802400024102485"">Kalpesh Chauhan</a>'], 'photo_reference': 'AciIO2cdzvQNcBvyNEqFMHwmNhIWaIwXBWdxtF_rSLTdjvlFS8awPMpm2GqGsjUmCd-Ez2RcQhNkHjKpSAhxxRe7yxKbbsVZVpWt5NWUo5XMvq1eeW5cWHAov218rZ09-dE7OdAnbDvI0OuDoxF6D-h7in1tCa5poIP5_fjNLqbH_I4zhSZnf00F0IkH3P9iVj72F_Pe-YdPJJHfVBclxjLurARL4UYraY-bUfXFCsk5tBFakzythoFeapupwceiPb1Qa9oZJ5Zl2Z1FHl0fFacjry72N_OTmmlSOaJtMIMxXuR9eMV1p5yrqu6npaZwwzY1WOK9x3HVN8jqa_iWCnVax1AuCvIxRiDLsRTovQhb_llHlEyNCVITMuzTq1jdUXe3Kj63LzXndlco1ABMbLjeM6gVeVvrWwS_diBJR3QIN5DHcYH5OdVRxfpxZMEh22rpizczDUhBcLxjsXts0xIT9TkUdLlEw966ZdjwGBPHKR3Sl5huuzTv2_EkGtj1p5no85auxxcgb_SM0mfmP1MP5IZsB0r9MZfW5sjEpxc6r_1VT9O5zHFR7fb1-M4Lgy8nXty_ybBlmh84dNFea0Je8Nfz-ayAXERCGSUpE6LFHIU59lFjNI6it-_nADStm9czy58zPw', 'width': 3468}]",2025-10-17T07:30:32.957332
The President Hotel - Banquets - Restaurant & Bar,Indian,"no. 8, Off, 34/11, Prabhat Road, Lane, Karve Road, Pune",18.5129297,73.8370336,,4.2,"lodging,bar,restaurant,food,point_of_interest,establishment",4019,"no. 8, Off, 34/11, Prabhat Road, Lane, Karve Road, Pune","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108345576983513048190"">rohan chandorkar</a>'], 'photo_reference': 'AciIO2e6lBpsSXGc6ZV7K7HzIE_S0zeNIsVA-d6J2d4VugY8ePrkcThG2iNeTJwnSxOaGt7FUPaCz0EdzFdou3o3pvjKEXJVbxjzDIo8SwYW7YfLJ8Rcsp5sXPAo8dQGPrfYnQy_l5oFIoXCohwvehRx51tJCuTy_jrudptDwG9R-c5SlGMIaBGs_jf8Hknb172EGpVF6T9xcmnKsk0nY37-VRond-oHmUnZBmE_AgKx5XhJT4lNEOobQIr4BzPcFNG8jxMwt_tyeSIYWWH8j1gRov3NQ6j-qx4eBfmd_HEpnl9QOS7a4WYTb85QsJd4FUWJPXoc3DW3ajxBQEjM6OsAowQlC89ubZzUBobhUqnAd2LOkDVgGhS5JVN6iwUMTiN8WWZGGxevkW0l11am8nAxSkfowlMVtx-v0fQpzcjQW_XBsaLckh71E-e-izTYuTmAfZWslpmsjZH3MGM4sWEO0wxmZ67-LUb7DCzAlKMluUF7vQCSmih7OKxzssoRMPMip-66ejej3D0Pum50IWxPKwvw_57TsuGkdvzzy0fY7fehJQ0R75pBHC4OzO9BLxe-PmUrfYJY_5Tzxwl8OoUbT35HFlL93ip39StJc_8D-vnjDeXv3H4sZC9jSEMZZZS-lmalCc-c', 'width': 4000}]",2025-10-17T07:30:33.059284
Lemon Tree Premier Pune,Indian,"City Center, 15 & 15A, Connaught Road, Modi Colony, Pune",18.5278748,73.87658,,4.2,"spa,lodging,gym,bar,restaurant,food,health,point_of_interest,establishment",11834,"City Center, 15 & 15A, Connaught Road, Modi Colony, Pune","[{'height': 1991, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109288286080642234321"">Lemon Tree Premier Pune</a>'], 'photo_reference': 'AciIO2fEt03h2WbESjjACmguN_EzUcXnr73319MHYTPoWRrtgsmx9CzAxdlqNnWPEFgIFPRhgSVWYozsbVvCeUCugWJDiDx_PJnNDPonvYN16hbBT6V8RqAFCFXH28u7P0lv7jD36sd7N2SoQAUXkTk2070js2ZIKiU5tgK9VivH7sXOuUjvQxljEFXCXqaR8rNJrX3O-7CXid5nU_x-EepWh_xYtdFfz2uiScFynC9CVa87cZRn8WXiOpDe-Jid6drmetGA2q3p76wHRFLhoHkWQP_-n2BqflU55vL4baKl8VUDBVAW5SWDPjRJ2_gdNVzpwtDCqBVefhA', 'width': 3000}]",2025-10-17T07:30:33.160969
Saffron Vegetarian Restaurant,Indian,"Shop No. 1/1, Rambaug Colony, Lal Bahadur Shastri Road, Navi Peth, Pune",18.5077902,73.8443775,,4.1,"restaurant,food,point_of_interest,establishment",7198,"Shop No. 1/1, Rambaug Colony, Lal Bahadur Shastri Road, Navi Peth, Pune","[{'height': 550, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115073252050933495883"">Saffron Vegetarian Restaurant</a>'], 'photo_reference': 'AciIO2ef1kzq7zdz2PkHXnpTqDG43XADthciLySNKWEjiEEzsHSqF4uWM78btf12ot7yDEiZzh9GDKP2HG9xqn4KvPy1-_xsW2tnO0vw_R03KpSsnZybSEB16O0C0njNjxpJ8Hoa_qlEPIH1RvVD2yh6zCn2k3ZV7gA23gqXwHYxrFQDnd2dFKD50FQgUv4_E7RF7VAJU4SOKS4KRBp6lSSc4um95_OddHhEhtQpq0mG-_CGbi01rQn0Z8SWFfWvfbRmMm8E1jotM0ZABq7mv1D-p_qrHiKLeacGKsGrVsfXKZFuKpjwOOzT05WkalCMdFbLP5IgC1CN1a8', 'width': 824}]",2025-10-17T07:30:33.262092
Kaka Halwai,Indian,"near Datta Mandir, near Tulshibaug, 1114, Chhatrapati Shivaji Maharaj Road, Budhwar Peth, Pune",18.5146765,73.8564663,,4.2,"restaurant,food,store,point_of_interest,establishment",5445,"near Datta Mandir, near Tulshibaug, 1114, Chhatrapati Shivaji Maharaj Road, Budhwar Peth, Pune","[{'height': 2027, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117664174525756167220"">PRAVEEN SINGH</a>'], 'photo_reference': 'AciIO2f-UevqgNryL0oRcEU-5pKZc-x3dIuRpBqzdVNkURhIaq6tcg59nF8RNWsm11Nncrxsv6JigUi29rqefKgjd98ZMzeRppw7m2NeB1D9TBtr_RrvCE2apS7Sc5jXyL4pcEG8wPh8VeaFOuhCgES5ExrJxjPQkiZy3ZJ106J4NpwOdXJkKRW9a9I5-wjaIfAsF-urzr71tlHsEyvW82Dl2DSykXDSeXDWwxNkPsx6UzXvx23-69y0gP4FpX9UHkvpPcV9-gu6dpco5zIoaRgZhiKWFcWlKL9fylFN6RvGuY95iwG73_WQfwLCtO-gT5XacFkJ7jVk_6zQ-Yb9t1OOnNVNeGMUGG2HTr0IyFA9o4l0lj0hpmHvnUIndmCICj6J03msn5XLkzWQMpqNGjdvHPeZ3AzNDtDoAnzhL0pLDPHxh7YlhSXkQufJP7TFhUv-FH5UQrMMZCrkAyh7Cd_EpsjH8RoCW-mwWTzt38WDrWMK8IVeamm-14m6lzNZr6wl3ahM4OS5hpHhJe_E8fyiGqd6FqDdDvDel-VU9pCYx6FZEwNDysswzOdQqIJyXzVmkiCctbSh8LvtGWQCPoDEHpAMg50D6E7cA3gP335y5TD_P5YJrhWfHeGchK8ml5YuR4ou3ZwT', 'width': 2703}]",2025-10-17T07:30:33.364389
Royal Symphony,Indian,"behind Kohinoor Mangal, The President Hotel, 34/11, Prabhat Road,Erandwane, Deccan Gymkhana, behind Kohinoor Mangal, Pune",18.512781,73.8371386,,4.2,"restaurant,food,point_of_interest,establishment",42,"behind Kohinoor Mangal, The President Hotel, 34/11, Prabhat Road,Erandwane, Deccan Gymkhana, behind Kohinoor Mangal, Pune","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106151051319213939523"">Dhruva Bhave</a>'], 'photo_reference': 'AciIO2evf4pqLHw_UfSOVKaMQE2qu0JH22dXG0e_CJGoDLTDGj_dY3JNg5FSzap9tOYEH2z0-OwrY2h59U0KJrxrLhkJtqqLTFy6xo4Ijxq_TIoVHFMU7SQvsHlnC1OTqCCtOBocOlB5uOKSa8hDbir0z8bG8sBO4GbRcC9R9Ek04FzUohqiY7-OfZVlj0wIpQMpf7lQvArva-NnlNe8PxydDY-gOX50neFMRddCGiXzErL6SPL0Bp-4A6W4QSHh0fNuzb5A70ZukUe41YqGH1GtwCgduTzLkSRaLWWO0XH2N3IKV_eKa_8Bh1j6OM4JSjxd0aBvIo-uAyjn32l9qobVAtFTiUxnhmdC-s3QGo5yOtH-HB1hSacFJ4g_HlRy6hM8n-jYxl7g3Ok15XzoVmW_rKJkt5FjovR1HdzG01XURilL-5bg0LgP3rbj3iuR6KvgzZoCXA2mTGyqNIah0bqR_g6_JCVbeTBngxyc3GDGHv5JuRlwS7MZbbbTyHfzkieCiaF5tjNK-mKlEVcRdFG9E0zhMOCV35ZntkyBDwMckVZyMSWGcCqCsMfCDspnweJelwWqiArm3Jph1KrSvrjQeZ3fvw58EJp019Af5tJ0mpYXLLwrD_QktKS02GF_cz91VfG3d5Uq', 'width': 3024}]",2025-10-17T07:30:33.466400
Cactus Restaurant,Indian,"Tulsidas Apartment, 826, Dastur Meher Road, Camp, Pune",18.5181371,73.8767741,,4.3,"bar,restaurant,food,point_of_interest,establishment",769,"Tulsidas Apartment, 826, Dastur Meher Road, Camp, Pune","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106102621839208537843"">Sushant Kumar</a>'], 'photo_reference': 'AciIO2etEc-5aOsyP_4ZQk9Q-4M5Th3ZZrV_8yyKN17TEIorLqXMamXVezQ_mCkaupg8m8hL6oKmIiAC_Y47WpLK4QRYFlCENTh6tcru8eK0f5XYkF-KawK6HMW2uuTuuoPJc33SOFPGAMKN0zC8qVqGT3hx8ZzI8mEOxgV02N0V66vXI59zq_58ddZLXYK3lyWTIal-z6l8LXh_EImVbXwvefC_XNH8okivQ140hYZDT7_lOvihRATyDjKjes6iyxZSOa3lZyUws736DN06t7f8imxFUYat20vMOTKe8nmnPAEQx3VWkXBFjR8B_U7TKs1aFWZXLFGkcuIcSaqhTyep4-IhQpJFvf0R0ahfRzpPiStxgryzA6vnDjnhnyhbktAONGfkZ120AABUkrlyBearw9qYWkSO-WQdwip73a9H3L4fEB9GLCA2b0OgyLPi4ad3SuY_RrZX7lf99bpmkEFthsDEzLTjhjnOjTiw_QkxvRwEEbkNBBiEKKfsY1uIi-Qk4x2dDHvfqKi3JAf672G1TX5wunpRlA9ZzpyGoz9mB5dtTI2GbY6T8iz5yuCst-4n3AYWLazcV_QvXCSR9-On4c1Y5poVXq4gVhHV_DE4dRm4iNYff2wSeiZs2Y5WKP-h76_AjQ', 'width': 3024}]",2025-10-17T07:30:33.567873
Poona Guest House,Indian,"Ganpati Chowk, 100, Laxmi Road, Budhwar Peth, Pune",18.51531,73.8555003,,4.2,"restaurant,food,point_of_interest,establishment",1115,"Ganpati Chowk, 100, Laxmi Road, Budhwar Peth, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102751597088262128450"">Deepak Thorat</a>'], 'photo_reference': 'AciIO2dXLm7ipaMUXoSec0c78lAxuj_oC-ad7TsSdjVypOw7zp2PJ-kgws-mt03y2k6GV12zvK02ynGK9NzucXea79s7R9V92_ckzSMK0gtDcbhfJ7fBPWEAXb8A7gTxFtXa5uuJXgFbBBfLeiomp3RPV9WMH4MH_U6bmVEIBVTHeJctnS4AtlTCJo8vIQxakSSQr0mHSa4sCmqCIjPZYvQus9hEcnJAPth98g_y2HXMO7E9l0HmPfdco1wO7x6Ae_cHdXZf3xi86A6jMJuGB461qmKCYLTSrgmIwYiUuDLTUzfqHROXw8uNNtAnfV_5Bvc4wZEBDAUo5e0Hf1Ev_jqAX9LH1CqsuxzgIjj3TK5ZsZcq5H5aY8Ij0b5za9iaORoQtivUfW1vuHLEZJqnQ8ozFPJaXXEyNrxuuWHTDwRE0h_YOtoZJgNxmQ7hddSgwT3ufLd0Gk7whs8ETnfzQ_c4jrMC6s052UmePjmF2qc_elRsqwhDC-Ba8yywm0ispQdPDFxuBezRg7PZ4M0wdO5FZyxosO1CBy1rv5cfHKV4w0VPbw0nqMrL94Y_VomLwP6fApzEK886hORQD28Cs_pDMDRX-5BhOCpe8m1oVVICuqP_pRhzMcDeSVl71GCszhisTHvLqTQo', 'width': 4032}]",2025-10-17T07:30:33.669015
